Div,Round,Date,Time,timestamp,Weekday,HomeTeam,AwayTeam,FTHG,FTAG,FTG,FTR,FTHR,FTAR,HTHG,HTAG,HTG,HTR,HTHR,HTAR,Report_url
italy-2017-2018,2,2017-08-27,19:45,201708271945,sunday,ACF Fiorentina,Sampdoria,1,2,3,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-acf-fiorentina-sampdoria/
italy-2017-2018,2,2017-08-27,19:45,201708271945,sunday,AC Milan,Cagliari Calcio,2,1,3,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-ac-milan-cagliari-calcio/
italy-2017-2018,2,2017-08-27,19:45,201708271945,sunday,SSC Napoli,Atalanta,3,1,4,H,W,L,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-ssc-napoli-atalanta/
italy-2017-2018,2,2017-08-27,19:45,201708271945,sunday,SPAL 2013 Ferrara,Udinese Calcio,3,2,5,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-spal-2013-ferrara-udinese-calcio/
italy-2017-2018,3,2017-09-09,17:00,201709091700,saturday,Juventus,Chievo Verona,3,0,3,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-juventus-chievo-verona/
italy-2017-2018,3,2017-09-10,11:30,201709101130,sunday,Inter,SPAL 2013 Ferrara,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-inter-spal-2013-ferrara/
italy-2017-2018,3,2017-09-10,14:00,201709101400,sunday,Atalanta,Sassuolo Calcio,2,1,3,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-atalanta-sassuolo-calcio/
italy-2017-2018,3,2017-09-10,14:00,201709101400,sunday,Cagliari Calcio,FC Crotone,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-cagliari-calcio-fc-crotone/
italy-2017-2018,3,2017-09-10,14:00,201709101400,sunday,Hellas Verona,ACF Fiorentina,0,5,5,A,L,W,0,3,3,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-hellas-verona-acf-fiorentina/
italy-2017-2018,3,2017-09-10,14:00,201709101400,sunday,Udinese Calcio,Genoa CFC,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-udinese-calcio-genoa-cfc/
italy-2017-2018,3,2017-09-10,15:00,201709101500,sunday,Lazio Roma,AC Milan,4,1,5,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-lazio-roma-ac-milan/
italy-2017-2018,3,2017-09-10,17:00,201709101700,sunday,Benevento Calcio,Torino FC,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-benevento-calcio-torino-fc/
italy-2017-2018,3,2017-09-10,19:45,201709101945,sunday,Bologna FC,SSC Napoli,0,3,3,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-bologna-fc-ssc-napoli/
italy-2017-2018,4,2017-09-16,14:00,201709161400,saturday,FC Crotone,Inter,0,2,2,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-fc-crotone-inter/
italy-2017-2018,4,2017-09-16,17:00,201709161700,saturday,ACF Fiorentina,Bologna FC,2,1,3,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-acf-fiorentina-bologna-fc/
italy-2017-2018,4,2017-09-16,19:45,201709161945,saturday,AS Roma,Hellas Verona,3,0,3,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-as-roma-hellas-verona/
italy-2017-2018,4,2017-09-17,11:30,201709171130,sunday,Sassuolo Calcio,Juventus,1,3,4,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-sassuolo-calcio-juventus/
italy-2017-2018,4,2017-09-17,14:00,201709171400,sunday,AC Milan,Udinese Calcio,2,1,3,H,W,L,2,1,3,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-ac-milan-udinese-calcio/
italy-2017-2018,4,2017-09-17,14:00,201709171400,sunday,SSC Napoli,Benevento Calcio,6,0,6,H,W,L,4,0,4,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-ssc-napoli-benevento-calcio/
italy-2017-2018,4,2017-09-17,14:00,201709171400,sunday,SPAL 2013 Ferrara,Cagliari Calcio,0,2,2,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-spal-2013-ferrara-cagliari-calcio/
italy-2017-2018,4,2017-09-17,14:00,201709171400,sunday,Torino FC,Sampdoria,2,2,4,D,D,D,2,2,4,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-torino-fc-sampdoria/
italy-2017-2018,4,2017-09-17,17:00,201709171700,sunday,Chievo Verona,Atalanta,1,1,2,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-chievo-verona-atalanta/
italy-2017-2018,4,2017-09-17,19:45,201709171945,sunday,Genoa CFC,Lazio Roma,2,3,5,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-genoa-cfc-lazio-roma/
italy-2017-2018,5,2017-09-19,19:45,201709191945,tuesday,Bologna FC,Inter,1,1,2,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-bologna-fc-inter/
italy-2017-2018,5,2017-09-20,17:00,201709201700,wednesday,Benevento Calcio,AS Roma,0,4,4,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-benevento-calcio-as-roma/
italy-2017-2018,5,2017-09-20,19:45,201709201945,wednesday,Atalanta,FC Crotone,5,1,6,H,W,L,3,0,3,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-atalanta-fc-crotone/
italy-2017-2018,5,2017-09-20,19:45,201709201945,wednesday,Cagliari Calcio,Sassuolo Calcio,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-cagliari-calcio-sassuolo-calcio/
italy-2017-2018,5,2017-09-20,19:45,201709201945,wednesday,Genoa CFC,Chievo Verona,1,1,2,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-genoa-cfc-chievo-verona/
italy-2017-2018,5,2017-09-20,19:45,201709201945,wednesday,Hellas Verona,Sampdoria,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-hellas-verona-sampdoria/
italy-2017-2018,5,2017-09-20,19:45,201709201945,wednesday,Juventus,ACF Fiorentina,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-juventus-acf-fiorentina/
italy-2017-2018,5,2017-09-20,19:45,201709201945,wednesday,Lazio Roma,SSC Napoli,1,4,5,A,L,W,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-lazio-roma-ssc-napoli/
italy-2017-2018,5,2017-09-20,19:45,201709201945,wednesday,AC Milan,SPAL 2013 Ferrara,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-ac-milan-spal-2013-ferrara/
italy-2017-2018,5,2017-09-20,19:45,201709201945,wednesday,Udinese Calcio,Torino FC,2,3,5,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-udinese-calcio-torino-fc/
italy-2017-2018,6,2017-09-23,14:00,201709231400,saturday,AS Roma,Udinese Calcio,3,1,4,H,W,L,3,0,3,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-as-roma-udinese-calcio/
italy-2017-2018,6,2017-09-23,17:00,201709231700,saturday,SPAL 2013 Ferrara,SSC Napoli,2,3,5,A,L,W,1,1,2,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-spal-2013-ferrara-ssc-napoli/
italy-2017-2018,6,2017-09-23,19:45,201709231945,saturday,Juventus,Torino FC,4,0,4,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-juventus-torino-fc/
italy-2017-2018,6,2017-09-24,11:30,201709241130,sunday,Sampdoria,AC Milan,2,0,2,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-sampdoria-ac-milan/
italy-2017-2018,6,2017-09-24,14:00,201709241400,sunday,Cagliari Calcio,Chievo Verona,0,2,2,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-cagliari-calcio-chievo-verona/
italy-2017-2018,6,2017-09-24,14:00,201709241400,sunday,FC Crotone,Benevento Calcio,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-fc-crotone-benevento-calcio/
italy-2017-2018,6,2017-09-24,14:00,201709241400,sunday,Hellas Verona,Lazio Roma,0,3,3,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-hellas-verona-lazio-roma/
italy-2017-2018,6,2017-09-24,14:00,201709241400,sunday,Inter,Genoa CFC,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-inter-genoa-cfc/
italy-2017-2018,6,2017-09-24,17:00,201709241700,sunday,Sassuolo Calcio,Bologna FC,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-sassuolo-calcio-bologna-fc/
italy-2017-2018,6,2017-09-24,19:45,201709241945,sunday,ACF Fiorentina,Atalanta,1,1,2,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-acf-fiorentina-atalanta/
italy-2017-2018,7,2017-09-30,17:00,201709301700,saturday,Udinese Calcio,Sampdoria,4,0,4,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-udinese-calcio-sampdoria/
italy-2017-2018,7,2017-09-30,19:45,201709301945,saturday,Genoa CFC,Bologna FC,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-genoa-cfc-bologna-fc/
italy-2017-2018,7,2017-10-01,11:30,201710011130,sunday,SSC Napoli,Cagliari Calcio,3,0,3,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-ssc-napoli-cagliari-calcio/
italy-2017-2018,7,2017-10-01,14:00,201710011400,sunday,Benevento Calcio,Inter,1,2,3,A,L,W,1,2,3,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-benevento-calcio-inter/
italy-2017-2018,7,2017-10-01,14:00,201710011400,sunday,Chievo Verona,ACF Fiorentina,2,1,3,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-chievo-verona-acf-fiorentina/
italy-2017-2018,7,2017-10-01,14:00,201710011400,sunday,Lazio Roma,Sassuolo Calcio,6,1,7,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-lazio-roma-sassuolo-calcio/
italy-2017-2018,7,2017-10-01,14:00,201710011400,sunday,SPAL 2013 Ferrara,FC Crotone,1,1,2,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-spal-2013-ferrara-fc-crotone/
italy-2017-2018,7,2017-10-01,14:00,201710011400,sunday,Torino FC,Hellas Verona,2,2,4,D,D,D,2,0,2,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-torino-fc-hellas-verona/
italy-2017-2018,7,2017-10-01,17:00,201710011700,sunday,AC Milan,AS Roma,0,2,2,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-ac-milan-as-roma/
italy-2017-2018,7,2017-10-01,19:45,201710011945,sunday,Atalanta,Juventus,2,2,4,D,D,D,1,2,3,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-atalanta-juventus/
italy-2017-2018,8,2017-10-14,17:00,201710141700,saturday,Juventus,Lazio Roma,1,2,3,A,L,W,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-juventus-lazio-roma/
italy-2017-2018,8,2017-10-14,19:45,201710141945,saturday,AS Roma,SSC Napoli,0,1,1,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-as-roma-ssc-napoli/
italy-2017-2018,8,2017-10-15,11:30,201710151130,sunday,ACF Fiorentina,Udinese Calcio,2,1,3,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-acf-fiorentina-udinese-calcio/
italy-2017-2018,8,2017-10-15,14:00,201710151400,sunday,Bologna FC,SPAL 2013 Ferrara,2,1,3,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-bologna-fc-spal-2013-ferrara/
italy-2017-2018,8,2017-10-15,14:00,201710151400,sunday,Cagliari Calcio,Genoa CFC,2,3,5,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-cagliari-calcio-genoa-cfc/
italy-2017-2018,8,2017-10-15,14:00,201710151400,sunday,FC Crotone,Torino FC,2,2,4,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-fc-crotone-torino-fc/
italy-2017-2018,8,2017-10-15,14:00,201710151400,sunday,Sampdoria,Atalanta,3,1,4,H,W,L,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-sampdoria-atalanta/
italy-2017-2018,8,2017-10-15,14:00,201710151400,sunday,Sassuolo Calcio,Chievo Verona,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-sassuolo-calcio-chievo-verona/
italy-2017-2018,8,2017-10-15,19:45,201710151945,sunday,Inter,AC Milan,3,2,5,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-inter-ac-milan/
italy-2017-2018,8,2017-10-16,19:45,201710161945,monday,Hellas Verona,Benevento Calcio,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-hellas-verona-benevento-calcio/
italy-2017-2018,9,2017-10-21,17:00,201710211700,saturday,Sampdoria,FC Crotone,5,0,5,H,W,L,3,0,3,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-sampdoria-fc-crotone/
italy-2017-2018,9,2017-10-21,19:45,201710211945,saturday,SSC Napoli,Inter,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-ssc-napoli-inter/
italy-2017-2018,9,2017-10-22,11:30,201710221130,sunday,Chievo Verona,Hellas Verona,3,2,5,H,W,L,2,1,3,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-chievo-verona-hellas-verona/
italy-2017-2018,9,2017-10-22,14:00,201710221400,sunday,Atalanta,Bologna FC,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-atalanta-bologna-fc/
italy-2017-2018,9,2017-10-22,14:00,201710221400,sunday,Benevento Calcio,ACF Fiorentina,0,3,3,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-benevento-calcio-acf-fiorentina/
italy-2017-2018,9,2017-10-22,14:00,201710221400,sunday,AC Milan,Genoa CFC,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-ac-milan-genoa-cfc/
italy-2017-2018,9,2017-10-22,14:00,201710221400,sunday,SPAL 2013 Ferrara,Sassuolo Calcio,0,1,1,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-spal-2013-ferrara-sassuolo-calcio/
italy-2017-2018,9,2017-10-22,14:00,201710221400,sunday,Torino FC,AS Roma,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-torino-fc-as-roma/
italy-2017-2018,9,2017-10-22,17:00,201710221700,sunday,Udinese Calcio,Juventus,2,6,8,A,L,W,1,2,3,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-udinese-calcio-juventus/
italy-2017-2018,9,2017-10-22,19:45,201710221945,sunday,Lazio Roma,Cagliari Calcio,3,0,3,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-lazio-roma-cagliari-calcio/
italy-2017-2018,10,2017-10-24,19:45,201710241945,tuesday,Inter,Sampdoria,3,2,5,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-inter-sampdoria/
italy-2017-2018,10,2017-10-25,17:30,201710251730,wednesday,Atalanta,Hellas Verona,3,0,3,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-atalanta-hellas-verona/
italy-2017-2018,10,2017-10-25,19:45,201710251945,wednesday,Bologna FC,Lazio Roma,1,2,3,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-bologna-fc-lazio-roma/
italy-2017-2018,10,2017-10-25,19:45,201710251945,wednesday,Cagliari Calcio,Benevento Calcio,2,1,3,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-cagliari-calcio-benevento-calcio/
italy-2017-2018,10,2017-10-25,19:45,201710251945,wednesday,Chievo Verona,AC Milan,1,4,5,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-chievo-verona-ac-milan/
italy-2017-2018,10,2017-10-25,19:45,201710251945,wednesday,ACF Fiorentina,Torino FC,3,0,3,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-acf-fiorentina-torino-fc/
italy-2017-2018,10,2017-10-25,19:45,201710251945,wednesday,Genoa CFC,SSC Napoli,2,3,5,A,L,W,1,2,3,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-genoa-cfc-ssc-napoli/
italy-2017-2018,10,2017-10-25,19:45,201710251945,wednesday,Juventus,SPAL 2013 Ferrara,4,1,5,H,W,L,2,1,3,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-juventus-spal-2013-ferrara/
italy-2017-2018,10,2017-10-25,19:45,201710251945,wednesday,AS Roma,FC Crotone,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-as-roma-fc-crotone/
italy-2017-2018,10,2017-10-25,19:45,201710251945,wednesday,Sassuolo Calcio,Udinese Calcio,0,1,1,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-sassuolo-calcio-udinese-calcio/
italy-2017-2018,11,2017-10-28,17:00,201710281700,saturday,AC Milan,Juventus,0,2,2,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-ac-milan-juventus/
italy-2017-2018,11,2017-10-28,19:45,201710281945,saturday,AS Roma,Bologna FC,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-as-roma-bologna-fc/
italy-2017-2018,11,2017-10-29,11:30,201710291130,sunday,Benevento Calcio,Lazio Roma,1,5,6,A,L,W,0,3,3,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-benevento-calcio-lazio-roma/
italy-2017-2018,11,2017-10-29,14:00,201710291400,sunday,FC Crotone,ACF Fiorentina,2,1,3,H,W,L,2,1,3,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-fc-crotone-acf-fiorentina/
italy-2017-2018,11,2017-10-29,14:00,201710291400,sunday,SSC Napoli,Sassuolo Calcio,3,1,4,H,W,L,2,1,3,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-ssc-napoli-sassuolo-calcio/
italy-2017-2018,11,2017-10-29,14:00,201710291400,sunday,Sampdoria,Chievo Verona,4,1,5,H,W,L,3,1,4,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-sampdoria-chievo-verona/
italy-2017-2018,11,2017-10-29,14:00,201710291400,sunday,SPAL 2013 Ferrara,Genoa CFC,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-spal-2013-ferrara-genoa-cfc/
italy-2017-2018,11,2017-10-29,14:00,201710291400,sunday,Udinese Calcio,Atalanta,2,1,3,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-udinese-calcio-atalanta/
italy-2017-2018,11,2017-10-29,19:45,201710291945,sunday,Torino FC,Cagliari Calcio,2,1,3,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-torino-fc-cagliari-calcio/
italy-2017-2018,11,2017-10-30,19:45,201710301945,monday,Hellas Verona,Inter,1,2,3,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-hellas-verona-inter/
italy-2017-2018,12,2017-11-04,17:00,201711041700,saturday,Bologna FC,FC Crotone,2,3,5,A,L,W,2,1,3,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-bologna-fc-fc-crotone/
italy-2017-2018,12,2017-11-04,19:45,201711041945,saturday,Genoa CFC,Sampdoria,0,2,2,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-genoa-cfc-sampdoria/
italy-2017-2018,12,2017-11-05,11:30,201711051130,sunday,Inter,Torino FC,1,1,2,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-inter-torino-fc/
italy-2017-2018,12,2017-11-05,14:00,201711051400,sunday,Cagliari Calcio,Hellas Verona,2,1,3,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-cagliari-calcio-hellas-verona/
italy-2017-2018,12,2017-11-05,14:00,201711051400,sunday,Chievo Verona,SSC Napoli,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-chievo-verona-ssc-napoli/
italy-2017-2018,12,2017-11-05,14:00,201711051400,sunday,ACF Fiorentina,AS Roma,2,4,6,A,L,W,2,2,4,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-acf-fiorentina-as-roma/
italy-2017-2018,12,2017-11-05,14:00,201711051400,sunday,Juventus,Benevento Calcio,2,1,3,H,W,L,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-juventus-benevento-calcio/
italy-2017-2018,12,2017-11-05,17:00,201711051700,sunday,Atalanta,SPAL 2013 Ferrara,1,1,2,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-atalanta-spal-2013-ferrara/
italy-2017-2018,12,2017-11-05,19:45,201711051945,sunday,Sassuolo Calcio,AC Milan,0,2,2,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-sassuolo-calcio-ac-milan/
italy-2017-2018,13,2017-11-18,17:00,201711181700,saturday,AS Roma,Lazio Roma,2,1,3,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-as-roma-lazio-roma/
italy-2017-2018,13,2017-11-18,19:45,201711181945,saturday,SSC Napoli,AC Milan,2,1,3,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-ssc-napoli-ac-milan/
italy-2017-2018,13,2017-11-19,11:30,201711191130,sunday,FC Crotone,Genoa CFC,0,1,1,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-2017-2018-fc-crotone-genoa-cfc/
italy-2017-2018,13,2017-11-19,14:00,201711191400,sunday,Benevento Calcio,Sassuolo Calcio,1,2,3,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-benevento-calcio-sassuolo-calcio/
italy-2017-2018,13,2017-11-19,14:00,201711191400,sunday,Sampdoria,Juventus,3,2,5,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-2017-2018-sampdoria-juventus/
italy-2017-2018,13,2017-11-19,14:00,201711191400,sunday,SPAL 2013 Ferrara,ACF Fiorentina,1,1,2,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-2017-2018-spal-2013-ferrara-acf-fiorentina/
